,appid,app_class
5566,22068,
5567,15779,
5568,21796,q
5569,15923,
5570,17051,
5571,12602,a
5572,1077,a
5573,11974,
5574,10658,
5575,810,
5576,13248,
5577,16677,
5578,156,t
5579,9518,
5580,16367,
5581,17743,
5582,7671,
5583,23053,
5584,20786,t
5585,20166,
5586,6333,g
5587,16758,n
5588,22095,
5589,5703,
5590,16812,
5591,23069,
5592,21289,
5593,13481,
5594,9659,
5595,684,
5596,3698,
5597,6410,t
5598,10026,
5599,16205,
5600,16900,t
5601,20848,
5602,23040,
5603,17995,n
5604,11315,
5605,8353,
5606,12094,a
5607,7844,i
5608,15395,
5609,6595,t
5610,1876,
5611,2771,
5612,21154,
5613,17606,
5614,22458,
5615,18861,
5616,3675,
5617,20610,t
5618,19456,
5619,19518,
5620,3862,
5621,9365,
5622,22730,
5623,18591,
5624,1691,
5625,18637,p
5626,7376,
5627,14778,
5628,15464,
5629,12484,r
5630,6583,r
5631,10820,
5632,19760,
5633,7754,
5634,23123,
5635,364,l
5636,539,
5637,19248,
5638,23043,
5639,10679,
5640,17648,
5641,21306,
5642,2688,
5643,21759,j
5644,10386,
5645,13275,
5646,12770,
5647,2936,
5648,1946,
5649,11916,
5650,1509,
5651,9284,
5652,9104,
5653,10495,
5654,18769,
5655,12629,
5656,7513,
5657,9008,
5658,14166,
5659,13354,
5660,14377,t
5661,12893,
5662,17162,s
5663,14863,
5664,2945,
5665,13394,
5666,4621,
5667,14150,
5668,18296,
5669,10693,
5670,13419,f
5671,7611,i
5672,10519,
5673,1047,i
5674,8740,
5675,3840,
5676,8164,
5677,10964,
5678,22661,
5679,20017,
5680,5350,
5681,14112,
5682,22165,
5683,6107,
5684,9625,
5685,9145,b
5686,12908,
5687,15065,
5688,2602,
5689,21749,h
5690,3232,t
5691,2703,
5692,19857,
5693,249,
5694,4765,
5695,9875,
5696,14344,
5697,16566,
5698,21095,
5699,9823,
5700,10075,o
5701,3049,
5702,11529,
5703,12519,
5704,921,
5705,4849,
5706,19830,
5707,19411,
5708,10011,
5709,1033,
5710,22472,
5711,22453,
5712,2569,
5713,5769,
5714,14031,
5715,11163,
5716,11928,t
5717,14919,
5718,22865,n
5719,1095,t
5720,896,
5721,18993,
5722,22013,
5723,11979,
5724,8752,t
5725,500,
5726,23021,
5727,10577,
5728,7160,
5729,7772,
5730,68,l
5731,6821,
5732,3084,
5733,12647,
5734,4881,
5735,6494,t
5736,16174,
5737,9405,t
5738,15379,
5739,12199,
5740,1839,
5741,18568,t
5742,21380,
5743,3066,
5744,20010,t
5745,20411,
5746,10525,t
5747,13975,t
5748,3318,n
5749,9961,
5750,15675,t
5751,11816,
5752,3703,
5753,2462,
5754,20358,
5755,18690,
5756,14776,
5757,5178,c
5758,12688,c
5759,4117,
5760,13119,
5761,18454,g
5762,20691,
5763,13553,
5764,93,
5765,1837,
5766,2661,
5767,2844,
5768,10001,
5769,9653,t
5770,3474,
5771,3677,
5772,8367,
5773,19547,
5774,21710,
5775,4246,
5776,13074,
5777,14641,
5778,14537,
5779,23402,
5780,14269,
5781,17154,
5782,4120,t
5783,16726,t
5784,14345,i
5785,18898,
5786,8480,i
5787,1334,e
5788,22583,
5789,3315,
5790,12575,
5791,12202,
5792,19393,t
5793,3091,
5794,1399,
5795,10062,
5796,6425,
5797,19442,
5798,17443,
5799,1274,
5800,21082,
5801,3485,
5802,496,
5803,16547,
5804,2308,t
5805,19135,
5806,18989,
5807,16124,
5808,84,
5809,4573,c
5810,14000,
5811,718,
5812,20923,q
5813,15058,
5814,9903,
5815,13048,
5816,21497,
5817,19973,
5818,13682,
5819,6013,t
5820,7926,
5821,21165,
5822,15115,
5823,13870,
5824,7133,
5825,14848,
5826,11318,
5827,14702,t
5828,8547,f
5829,9323,
5830,7911,
5831,13621,
5832,7462,
5833,6539,t
5834,6194,
5835,8012,
5836,178,
5837,6111,m
5838,19615,
5839,1168,t
5840,18333,
5841,14283,t
5842,21814,t
5843,15954,
5844,19202,
5845,935,
5846,4736,i
5847,23495,
5848,7548,
5849,20666,
5850,20350,
5851,21598,
5852,10795,
5853,1179,
5854,15292,
5855,14213,t
5856,8048,
5857,21350,
5858,1590,d
5859,14758,
5860,8396,
5861,19693,
5862,8231,t
5863,18081,
5864,10010,
5865,3151,
5866,10264,q
5867,7895,
5868,5520,
5869,4966,
5870,1625,
5871,16813,
5872,17991,
5873,21802,
5874,16382,
5875,19831,
5876,9377,
5877,5929,
5878,569,
5879,11098,
5880,13972,
5881,3953,
5882,8117,
5883,23184,
5884,4732,
5885,15276,
5886,808,
5887,19982,
5888,5475,
5889,8602,
5890,21541,
5891,13804,
5892,11162,l
5893,19567,t
5894,7155,
5895,14762,
5896,4778,
5897,22097,
5898,658,
5899,12790,
5900,95,
5901,4718,
5902,19858,
5903,18963,f
5904,14699,
5905,7323,
5906,18883,
5907,18860,
5908,7086,
5909,14681,
5910,9668,
5911,16588,
5912,5885,
5913,15981,
5914,5780,t
5915,13811,t
5916,3267,
5917,1123,
5918,8136,f
5919,10468,
5920,11227,
5921,12338,t
5922,15937,
5923,11607,
5924,16305,
5925,19620,
5926,16678,
5927,743,
5928,15202,t
5929,12511,
5930,5511,o
5931,7194,t
5932,6617,t
5933,8880,
5934,15481,
5935,13212,t
5936,16289,
5937,10294,g
5938,5556,
5939,5698,g
5940,8624,d
5941,11294,
5942,20586,
5943,9837,
5944,22495,
5945,7351,
5946,5678,
5947,1373,
5948,4339,
5949,7561,
5950,19259,
5951,22925,i
5952,11074,
5953,3990,g
5954,16523,
5955,1384,
5956,6572,t
5957,3931,h
5958,9363,t
5959,11142,
5960,5042,
5961,12263,
5962,17277,
5963,1367,
5964,10162,
5965,11920,
5966,1775,
5967,19511,
5968,21605,
5969,5423,
5970,2523,
5971,2329,
5972,3043,t
5973,13950,
5974,19811,
5975,22999,f
5976,11707,
5977,23117,k
5978,23267,a
5979,15138,
5980,14129,
5981,13572,
5982,7788,
5983,16208,
5984,21983,a
5985,494,b
5986,2275,
5987,16503,s
5988,4081,
5989,15336,
5990,13324,
5991,10442,
5992,4687,t
5993,8391,t
5994,652,
5995,4217,
5996,8399,
5997,22875,
5998,17802,
5999,7227,
6000,20921,
6001,9714,l
6002,8402,
6003,14854,b
6004,10885,
6005,15703,
6006,17394,
6007,11391,
6008,1858,
6009,518,
6010,21666,
6011,193,
6012,4620,t
6013,6914,
6014,12295,
6015,9949,
6016,16389,
6017,12328,
6018,6598,
6019,8068,
6020,10830,
6021,11548,
6022,14196,
6023,3634,
6024,8311,
6025,16973,
6026,22446,i
6027,622,
6028,21645,
6029,22496,
6030,2207,
6031,9590,
6032,20002,
6033,14707,
6034,5876,
6035,11006,
6036,6090,
6037,23617,
6038,17349,
6039,7470,
6040,21678,t
6041,13862,
6042,13127,
6043,3519,t
6044,7832,t
6045,14458,
6046,6424,
6047,13502,
6048,4632,
6049,23357,
6050,5648,
6051,16141,
6052,4308,
6053,19714,
6054,19702,
6055,22146,j
6056,5062,
6057,4611,
6058,2188,
6059,20672,
6060,22703,
6061,13079,
6062,21542,
6063,17146,
6064,836,
6065,23300,
6066,14015,
6067,16860,
6068,23456,
6069,10601,
6070,1798,
6071,8151,
6072,15064,
6073,18277,t
6074,18844,
6075,20534,
6076,15483,
6077,100,
6078,22802,
6079,6644,
6080,14600,
6081,6899,
6082,5936,
6083,20037,
6084,3298,c
6085,13346,
6086,18826,
6087,11261,
6088,20396,
6089,12945,
6090,19843,
6091,21436,
6092,19635,
6093,11229,
6094,22992,q
6095,1028,
6096,15241,t
6097,11508,
6098,11313,o
6099,19552,
6100,22414,
6101,5413,t
6102,18837,
6103,1351,j
6104,14195,
6105,18425,f
6106,3692,
6107,8873,q
6108,23071,
6109,18098,
6110,20018,
6111,18585,b
6112,961,m
6113,8952,
6114,116,
6115,308,t
6116,18972,
6117,10018,
6118,9892,
6119,13012,
6120,12734,
6121,7158,
6122,7505,
6123,8542,
6124,8354,g
6125,15366,
6126,15598,b
6127,1084,
6128,5389,
6129,8274,
6130,8940,
6131,5097,t
6132,12509,
6133,18299,
6134,12386,
6135,17460,t
6136,8536,
6137,9550,
6138,3901,
6139,19429,c
6140,6793,
6141,16422,b
6142,22961,
6143,7574,
6144,5916,
6145,5113,
6146,17374,f
6147,15325,
6148,22101,
6149,16219,
6150,9757,
6151,10263,
6152,18278,
6153,3589,t
6154,1124,
6155,21859,k
6156,15135,
6157,6618,
6158,7060,
6159,17999,
6160,8112,t
6161,2212,
6162,3883,
6163,19630,
6164,12501,
6165,4669,
6166,7656,k
6167,3882,
6168,20499,
6169,14574,
6170,8104,t
6171,7822,
6172,334,
6173,12997,
6174,9298,
6175,16480,
6176,2125,
6177,9697,
6178,7626,c
6179,14184,
6180,10514,
6181,21805,
6182,8867,
6183,16620,
6184,1934,p
6185,20727,
6186,11926,t
6187,23211,
6188,12118,
6189,21439,
6190,14730,
6191,8986,k
6192,16099,
6193,4465,
6194,11582,
6195,6307,
6196,1117,
6197,1301,
6198,8187,
6199,17849,
6200,20799,
6201,1642,
6202,15793,
6203,337,
6204,19549,
6205,1114,
6206,15094,
6207,2468,
6208,8498,
6209,13940,a
6210,6202,
6211,463,
6212,7663,
6213,17012,
6214,3534,t
6215,4877,
6216,2239,
6217,7070,
6218,4597,
6219,8300,
6220,20703,g
6221,2793,
6222,5867,g
6223,12214,
6224,2674,
6225,142,
6226,19840,
6227,22441,
6228,5820,
6229,6505,
6230,13934,
6231,23491,
6232,2589,
6233,11681,
6234,17955,t
6235,16611,
6236,20476,
6237,3373,
6238,4463,
6239,2704,a
6240,18754,
6241,19733,
6242,9618,
6243,16463,
6244,853,
6245,14001,c
6246,17262,
6247,14290,
6248,23061,
6249,11718,
6250,5947,
6251,6254,
6252,9465,
6253,17963,
6254,23487,
6255,3727,
6256,3688,
6257,13224,
6258,21855,s
6259,6413,
6260,22763,s
6261,7515,
6262,10290,
6263,17310,i
6264,7168,
6265,10542,
6266,14299,
6267,3352,
6268,10837,t
6269,16971,
6270,5011,
6271,15455,
6272,5690,
6273,16273,
6274,4695,
6275,2824,
6276,4431,
6277,1722,
6278,7425,
6279,2316,
6280,21827,
6281,8178,o
6282,20535,
6283,8876,
6284,2667,s
6285,17739,
6286,8572,
6287,23290,
6288,5683,
6289,9237,
6290,1234,
6291,5976,
6292,12931,
6293,12528,
6294,21873,
6295,13121,
6296,10872,
6297,9207,
6298,15184,
6299,22718,
6300,11804,
6301,18820,
6302,10661,
6303,9791,
6304,8487,
6305,16612,
6306,16013,t
6307,19048,
6308,21756,
6309,20769,
6310,7269,
6311,9359,
6312,20618,
6313,310,t
6314,10083,a
6315,6812,
6316,9667,
6317,20900,t
6318,448,t
6319,8377,
6320,10327,
6321,22235,
6322,12111,
6323,748,
6324,3256,t
6325,9840,
6326,14338,
6327,10987,
6328,8761,
6329,498,
6330,15392,l
6331,419,
6332,6988,
6333,11164,
6334,14352,
6335,1843,
6336,12278,
6337,10231,g
6338,2958,c
6339,2595,
6340,20066,
6341,20777,
6342,5427,
6343,6271,
6344,20732,
6345,2790,
6346,15601,
6347,357,
6348,7909,
6349,7824,
6350,20078,
6351,13974,
6352,8438,t
6353,9421,
6354,7222,
6355,1110,
6356,15580,
6357,4188,p
6358,23324,i
6359,21063,
6360,13179,
6361,8846,t
6362,2632,
6363,21760,
6364,4983,t
6365,5563,h
6366,15888,g
6367,12981,
6368,22987,h
6369,5915,
6370,12995,
6371,19311,
6372,14491,
6373,5251,
6374,21728,
6375,14406,
6376,7705,
6377,12409,
6378,259,
6379,18029,l
6380,12474,
6381,2343,q
6382,17575,
6383,6685,
6384,16807,
6385,1218,
6386,5053,
6387,120,
6388,869,
6389,13620,
6390,10244,
6391,9090,
6392,19067,
6393,19557,
6394,14987,o
6395,3740,g
6396,11199,
6397,16254,l
6398,6909,t
6399,18980,
6400,2309,j
6401,4309,
6402,11748,t
6403,10301,
6404,649,
6405,11904,h
6406,346,j
6407,849,
6408,4105,
6409,16514,
6410,19855,
6411,8694,
6412,20520,
6413,18709,
6414,4482,
6415,21085,
6416,3251,t
6417,14279,
6418,14656,
6419,22560,
6420,16646,
6421,12503,t
6422,169,
6423,17660,
6424,997,
6425,20944,
6426,3467,
6427,20906,
6428,17781,n
6429,3884,
6430,12284,
6431,3671,
6432,21942,o
6433,3012,t
6434,16235,
6435,1529,t
6436,22829,
6437,163,
6438,22556,q
6439,8308,
6440,6689,
6441,18767,
6442,15634,
6443,8813,
6444,7005,
6445,16715,t
6446,4562,
6447,14405,
6448,12185,
6449,11032,
6450,18669,
6451,3504,
6452,9784,
6453,9951,
6454,7122,t
6455,14605,
6456,12479,
6457,18969,
6458,1892,
6459,10337,
6460,17267,
6461,21915,t
6462,1931,
6463,9475,
6464,1101,
6465,5079,g
6466,8075,
6467,18975,
6468,8212,c
6469,11568,
6470,18388,
6471,11055,
6472,20797,
6473,17383,
6474,21969,
6475,23121,t
6476,15350,
6477,23428,
6478,1781,
6479,11579,
6480,1394,p
6481,1833,
6482,12148,
6483,736,p
6484,10403,t
6485,20753,
6486,8741,
6487,16775,
6488,2933,
6489,18878,
6490,2766,t
6491,18358,
6492,19781,g
6493,13109,t
6494,10439,
6495,4809,
6496,17609,
6497,16546,
6498,7947,
6499,9749,
6500,21865,
6501,23179,
6502,14021,
6503,22711,i
6504,15225,k
6505,10988,c
6506,15319,
6507,9639,
6508,19106,
6509,21035,
6510,13678,
6511,17465,
6512,10367,
6513,22295,
6514,1759,
6515,4921,
6516,10621,
6517,18738,
6518,3548,
6519,3769,
6520,1360,h
6521,3313,
6522,4218,
6523,18962,j
6524,10100,g
6525,20281,t
6526,11752,
6527,13993,
6528,22568,
6529,18596,
6530,21729,
6531,7922,
6532,19112,t
6533,3599,
6534,4467,
6535,7554,
6536,4355,
6537,21623,
6538,4263,
6539,4804,a
6540,16754,
6541,22466,g
6542,1083,t
6543,928,
6544,11939,
6545,22437,
6546,7977,
6547,19192,t
6548,8916,
6549,5901,
6550,10637,
6551,17136,
6552,3600,
6553,6884,
6554,21226,
6555,2463,
6556,21870,
6557,6489,
6558,17733,
6559,18487,
6560,8625,
6561,18292,
6562,4740,
6563,11394,
6564,9937,
6565,13485,
6566,20453,
6567,10221,c
6568,10406,
6569,12954,
6570,20608,
6571,11945,
6572,23029,t
6573,10232,
6574,6000,
6575,10884,
6576,13836,
6577,14300,
6578,22929,
6579,22630,
6580,11481,
6581,4485,
6582,7623,k
6583,5800,i
6584,18438,
6585,9480,
6586,21242,
6587,5248,
6588,11902,
6589,21842,n
6590,5421,
6591,804,
6592,1397,h
6593,7163,
6594,23344,q
6595,6968,
6596,20361,
6597,12131,
6598,16568,
6599,12937,
6600,12009,
6601,1520,
6602,5887,
6603,10759,
6604,4638,
6605,12751,
6606,9789,
6607,15821,
6608,12414,
6609,8488,
6610,12588,
6611,11591,
6612,3026,
6613,21083,
6614,8281,b
6615,10977,
6616,8456,
6617,1646,
6618,4976,
6619,11071,
6620,12939,o
6621,10588,
6622,10276,
6623,9239,
6624,8705,
6625,23619,
6626,8471,
6627,21302,
6628,8893,
6629,3784,
6630,5373,j
6631,16016,
6632,12488,
6633,11384,t
6634,13808,
6635,17629,
6636,9641,m
6637,21511,
6638,12348,
6639,21194,
6640,22417,e
6641,11709,
6642,14792,t
6643,2318,
6644,10039,
6645,9603,
6646,9103,t
6647,5180,
6648,8439,
6649,11307,
6650,20446,f
6651,2093,
6652,8911,
6653,2116,q
6654,21573,
6655,7921,
6656,17928,
6657,10838,
6658,10508,q
6659,16763,
6660,1707,
6661,9955,
6662,14479,
6663,17527,
6664,4288,
6665,5145,
6666,10891,g
6667,9806,
6668,18900,
6669,10630,
6670,7995,l
6671,1087,
6672,18280,
6673,21051,
6674,12527,
6675,22341,
6676,6280,
6677,16165,
6678,6678,t
6679,16872,
6680,9124,
6681,10851,
6682,19002,n
6683,19002,n
6684,16555,
6685,5987,
6686,23549,
6687,2508,
6688,17445,c
6689,13723,
6690,1059,
6691,15059,c
6692,6777,
6693,11139,i
6694,22537,
6695,13574,
6696,5111,
6697,9162,
6698,2311,t
6699,22848,t
6700,6638,
6701,11769,t
6702,22081,
6703,19617,
6704,23525,
6705,10079,
6706,149,
6707,5364,
6708,10175,
6709,22334,
6710,16511,
6711,22030,
6712,11584,
6713,22947,
6714,11148,
6715,1977,
6716,22310,
6717,15295,
6718,1734,
6719,11097,
6720,15978,
6721,11980,j
6722,2963,
6723,8100,t
6724,22184,t
6725,17822,
6726,12311,
6727,1276,t
6728,15521,
6729,20252,
6730,16944,
6731,12694,q
6732,14379,
6733,363,
6734,14420,
6735,6933,
6736,14002,
6737,7563,t
6738,8595,
6739,22712,
6740,12871,
6741,12846,
6742,13706,g
6743,7118,t
6744,17783,
6745,10181,
6746,17620,
6747,11150,
6748,779,
6749,6258,
6750,15102,
6751,20875,
6752,18631,
6753,12902,
6754,11258,
6755,18129,
6756,14649,
6757,13215,
6758,2168,
6759,4539,g
6760,15748,
6761,733,t
6762,18464,
6763,2707,
6764,7354,s
6765,1750,
6766,19902,
6767,8597,k
6768,18174,
6769,12434,t
6770,23545,
6771,14362,c
6772,1403,h
6773,21220,
6774,19690,
6775,14189,
6776,5893,
6777,16082,
6778,14331,t
6779,20343,f
6780,5022,
6781,1857,
6782,12957,t
6783,12664,
6784,8927,
6785,10258,
6786,13322,t
6787,5762,
6788,22488,p
6789,17671,
6790,21676,c
6791,13036,c
6792,13921,
6793,8558,
6794,3891,
6795,13430,
6796,22525,
6797,15875,
6798,22757,
6799,19947,
6800,16551,
6801,12359,
6802,2492,
6803,15266,
6804,1813,
6805,15516,
6806,4103,
6807,10881,o
6808,5642,
6809,22142,
6810,19791,
6811,211,f
6812,1650,
6813,8436,
6814,9418,
6815,4937,
6816,9306,
6817,1224,
6818,6121,
6819,3642,t
6820,20367,
6821,13422,
6822,5300,
6823,6746,
6824,7067,
6825,12116,
6826,12165,
6827,2570,
6828,18611,d
6829,8989,
6830,7438,
6831,8224,
6832,20890,
6833,5768,
6834,13847,
6835,21788,
6836,5770,
6837,14894,t
6838,4596,t
6839,10955,
6840,20052,
6841,19418,t
6842,12516,
6843,14693,
6844,5671,
6845,19207,n
6846,5931,
6847,13061,d
6848,20290,
6849,14490,
6850,8793,
6851,6340,
6852,10702,
6853,17493,
6854,6958,
6855,10152,
6856,16383,
6857,589,
6858,2455,
6859,18548,
6860,6022,
6861,7540,i
6862,19804,
6863,5907,
6864,21252,
6865,5506,
6866,19508,b
6867,22135,
6868,7300,
6869,17851,
6870,17899,
6871,13072,
6872,20742,
6873,23087,
6874,16576,
6875,8839,
6876,6321,
6877,18074,
6878,28,
6879,5579,
6880,16596,
6881,6934,
6882,19649,
6883,5717,
6884,18910,
6885,10207,
6886,18115,
6887,5472,
6888,8232,
6889,20738,
6890,7130,
6891,7885,
6892,6916,
6893,2753,
6894,4448,
6895,1026,
6896,3871,t
6897,12535,
6898,13689,l
6899,17998,
6900,18295,q
6901,9141,
6902,21913,
6903,502,
6904,18946,
6905,9022,
6906,16817,
6907,1109,
6908,458,
6909,21258,
6910,15476,
6911,21839,
6912,19370,
6913,1146,
6914,9164,
6915,10216,
6916,20665,
6917,17481,
6918,7555,
6919,16941,
6920,9101,l
6921,21473,
6922,10325,
6923,18793,
6924,4074,e
6925,13266,
6926,8457,
6927,12817,t
6928,17562,
6929,9602,
6930,16548,
6931,12215,
6932,13939,
6933,7128,
6934,650,
6935,13308,
6936,16911,
6937,16884,
6938,19486,
6939,7771,
6940,821,
6941,16482,
6942,19778,
6943,8716,j
6944,15740,
6945,10238,m
6946,16979,
6947,12556,
6948,18260,t
6949,20143,
6950,18144,j
6951,5781,
6952,3711,
6953,5473,e
6954,11543,
6955,6718,
6956,2904,
6957,10082,
6958,9593,
6959,11063,
6960,20030,
6961,17139,
6962,123,
6963,19226,n
6964,18148,
6965,22362,
6966,19476,t
6967,10950,
6968,7174,
6969,6872,
6970,7744,
6971,5588,
6972,9869,
6973,1810,
6974,21072,
6975,20847,
6976,17253,
6977,3126,t
6978,23533,
6979,14503,g
6980,13984,
6981,1898,c
6982,17534,i
6983,2459,t
6984,5733,
6985,14769,
6986,19372,o
6987,12774,
6988,19610,
6989,4373,
6990,18815,
6991,400,t
6992,16849,
6993,21945,
6994,51,t
6995,7270,
6996,9792,
6997,5431,
6998,4788,
6999,10541,
7000,10517,
7001,5688,
7002,21626,
7003,2249,p
7004,14714,
7005,11695,t
7006,22111,
7007,19618,e
7008,16417,
7009,11922,
7010,15787,
7011,18222,
7012,8362,
7013,5105,
7014,19313,
7015,1149,
7016,9796,
7017,14798,
7018,4894,
7019,11881,
7020,3928,
7021,13156,f
7022,20545,
7023,13213,t
7024,20734,
7025,17042,
7026,17550,t
7027,14238,
7028,21115,
7029,22779,
7030,6208,n
7031,6047,
7032,14682,
7033,11893,q
7034,3107,o
7035,3546,
7036,22016,
7037,7156,
7038,15149,
7039,695,
7040,18085,
7041,18247,
7042,18916,
7043,8433,
7044,20404,
7045,7597,
7046,10400,
7047,20573,
7048,11545,
7049,21123,
7050,22141,
7051,19102,
7052,20526,
7053,21342,h
7054,3566,
7055,14325,
7056,10332,
7057,18466,
7058,6283,
7059,2606,
7060,12861,
7061,13871,
7062,1692,
7063,5979,t
7064,6052,
7065,22665,
7066,19803,
7067,16182,
7068,13660,
7069,7413,n
7070,20876,
7071,15643,
7072,13250,
7073,15613,
7074,20317,g
7075,6221,
7076,22746,
7077,8105,
7078,23536,
7079,13532,
7080,19823,
7081,5526,
7082,11942,
7083,4191,
7084,15563,t
7085,15818,
7086,15224,
7087,5505,
7088,10933,
7089,16424,
7090,4571,
7091,21341,
7092,879,
7093,4850,
7094,19501,
7095,3676,
7096,17375,
7097,12057,
7098,3089,
7099,8898,j
7100,14037,
7101,19646,t
7102,14755,j
7103,17642,
7104,8058,
7105,22059,
7106,22759,
7107,172,
7108,9214,
7109,13033,
7110,16331,
7111,7218,
7112,21229,
7113,17867,g
7114,21838,
7115,21999,g
7116,19867,
7117,5279,t
7118,8810,
7119,14105,
7120,19681,
7121,14609,
7122,16436,t
7123,10922,q
7124,17965,
7125,21444,
7126,10219,
7127,5966,a
7128,3770,
7129,4326,
7130,10640,
7131,851,t
7132,9917,
7133,8352,
7134,19510,
7135,11644,
7136,10931,
7137,18566,
7138,18988,
7139,4919,
7140,12162,
7141,19744,
7142,12645,
7143,6775,
7144,18608,
7145,1246,
7146,9316,
7147,2514,
7148,8525,
7149,9888,b
7150,22102,
7151,16578,
